ID,TargetRLF1,TargetR1F1,TargetLLM
ID_TS_Aka_Gha_AD3C2D6D,"Por isso, não há um método para me dar uma decisão adequada para o meu filho e fazer o mesmo mal?","Por isso, não há um método para me dar uma decisão adequada para o meu filho e fazer o mesmo mal?","Por isso, não há um método para me dar uma decisão adequada para o meu filho e fazer o mesmo mal?"
ID_TS_Aka_Gha_BD9C66B3,¿Así que hay algunas cosas que hay que pensar acerca de las personas LGBTQ+ que no tienen una nueva investigación de ETS y de los trabajos médicos?,¿Así que hay algunas cosas que hay que pensar acerca de las personas LGBTQ+ que no tienen una nueva investigación de ETS y de los trabajos médicos?,¿Así que hay algunas cosas que hay que pensar acerca de las personas LGBTQ+ que no tienen una nueva investigación de ETS y de los trabajos médicos?
ID_TS_Aka_Gha_E465E150,¿Cómo puedo ver cómo puedo hacer eso si no tengo nada que hacer cuando no soy mi padre?,¿Cómo puedo ver cómo puedo hacer eso si no tengo nada que hacer cuando no soy mi padre?,¿Cómo puedo ver cómo puedo hacer eso si no tengo nada que hacer cuando no soy mi padre?
ID_TS_Aka_Gha_8B9D2434,Is daar 'n webwerf of 'n app wat 'n moontlikheid het om te sê dat hulle nie 'n geneesmiddel vir 'n siekte het nie?,Is daar 'n webwerf of 'n app wat 'n moontlikheid het om te sê dat hulle nie 'n geneesmiddel vir 'n siekte het nie?,Is daar 'n webwerf of 'n app wat 'n moontlikheid het om te sê dat hulle nie 'n geneesmiddel vir 'n siekte het nie?
ID_TS_Aka_Gha_16419F82,"Yintoni ekufuneka ndiyijonge phambi kokuba ndibuyele kumncedisi wamncedisayo, kwaye ndingenza njani ukuze ndilungelelanise inkqubo yamncedisa?","Yintoni ekufuneka ndiyijonge phambi kokuba ndibuyele kumncedisi wamncedisayo, kwaye ndingenza njani ukuze ndilungelelanise inkqubo yamncedisa?","Yintoni ekufuneka ndiyijonge phambi kokuba ndibuyele kumncedisi wamncedisayo, kwaye ndingenza njani ukuze ndilungelelanise inkqubo yamncedisa?"
ID_TS_Aka_Gha_972A8469,"Como os pais, os pais e as famílias podem ajudar os pais ou os pais a aprenderem a ajudar a todos a desenvolverem a sua família?","Como os pais, os pais e as famílias podem ajudar os pais ou os pais a aprenderem a ajudar a todos a desenvolverem a sua família?","Como os pais, os pais e as famílias podem ajudar os pais ou os pais a aprenderem a ajudar a todos a desenvolverem a sua família?"
ID_TS_Aka_Gha_6C031199,Hoe kan 'n kind inligting oor sy of haar ouers in die media soek?,Hoe kan 'n kind inligting oor sy of haar ouers in die media soek?,Hoe kan 'n kind inligting oor sy of haar ouers in die media soek?
ID_TS_Aka_Gha_0822E8F3,"¿Cuáles son las diferencias que existen entre las mujeres que se dedican a participar en los medios de comunicación a través de un programa, programas, y esfuerzos para cambiar su vida con el objetivo de competir contra un asunto, de ejercer sus derechos y oportunidades de trabajo, y de crear una situación de comunicación en la que todos los seres humanos se encuentran en condiciones perfectas?","¿Cuáles son las diferencias que existen entre las mujeres que se dedican a participar en los medios de comunicación a través de un programa, programas, y esfuerzos para cambiar su vida con el objetivo de competir contra un asunto, de ejercer sus derechos y oportunidades de trabajo, y de crear una situación de comunicación en la que todos los seres humanos se encuentran en condiciones perfectas?","¿Cuáles son las diferencias que existen entre las mujeres que se dedican a participar en los medios de comunicación a través de un programa, programas, y esfuerzos para cambiar su vida con el objetivo de competir contra un asunto, de ejercer sus derechos y oportunidades de trabajo, y de crear una situación de comunicación en la que todos los seres humanos se encuentran en condiciones perfectas?"
ID_TS_Aka_Gha_07A0CA6E,Wat is die gevolg van die gebruik van hierdie inligting om hierdie inligting te verskaf?,Wat is die gevolg van die gebruik van hierdie inligting om hierdie inligting te verskaf?,Wat is die gevolg van die gebruik van hierdie inligting om hierdie inligting te verskaf?
ID_TS_Aka_Gha_17FC695A,"Quel rôle les parents, les parents et les écoles peuvent-ils jouer dans leurs activités sur les réseaux sociaux, et comment encourager leurs enfants à discuter de leurs problèmes de santé, de leurs comportements et de leurs habitudes?","Quel rôle les parents, les parents et les écoles peuvent-ils jouer dans leurs activités sur les réseaux sociaux, et comment encourager leurs enfants à discuter de leurs problèmes de santé, de leurs comportements et de leurs habitudes?","Quel rôle les parents, les parents et les écoles peuvent-ils jouer dans leurs activités sur les réseaux sociaux, et comment encourager leurs enfants à discuter de leurs problèmes de santé, de leurs comportements et de leurs habitudes?"
ID_TS_Aka_Gha_37F8A88B,"In che modo i bambini possono scoprire i segni che indicano che le loro azioni comportano un comportamento così ""non consensuale"" o che sono così diffuse su Internet che non possono essere controllate, e in che modo possono essere più attenti ad altre circostanze?","In che modo i bambini possono scoprire i segni che indicano che le loro azioni comportano un comportamento così ""non consensuale"" o che sono così diffuse su Internet che non possono essere controllate, e in che modo possono essere più attenti ad altre circostanze?","In che modo i bambini possono scoprire i segni che indicano che le loro azioni comportano un comportamento così ""non consensuale"" o che sono così diffuse su Internet che non possono essere controllate, e in che modo possono essere più attenti ad altre circostanze?"
ID_TS_Aka_Gha_3B8FAA18,Wat het die skool gedoen om te help om te verstaan dat die leerders se verhouding tot mekaar verbeter het en hulle gehelp het om geestesgesondheid te verbeter en weerstand te bied?,Wat het die skool gedoen om te help om te verstaan dat die leerders se verhouding tot mekaar verbeter het en hulle gehelp het om geestesgesondheid te verbeter en weerstand te bied?,Wat het die skool gedoen om te help om te verstaan dat die leerders se verhouding tot mekaar verbeter het en hulle gehelp het om geestesgesondheid te verbeter en weerstand te bied?
ID_TS_Aka_Gha_815EF6D1,O que há que fazer para ajudar a minha família a ter um novo filho?,O que há que fazer para ajudar a minha família a ter um novo filho?,O que há que fazer para ajudar a minha família a ter um novo filho?
ID_TS_Aka_Gha_9A1DE644,"M'ra als we weten dat er geen 'intimate images' of 'video' vrij is van een persoon, noch hoe we kunnen weten hoe we dat kunnen doen en hoe we het kunnen doen.","M'ra als we weten dat er geen 'intimate images' of 'video' vrij is van een persoon, noch hoe we kunnen weten hoe we dat kunnen doen en hoe we het kunnen doen.","M'ra als we weten dat er geen 'intimate images' of 'video' vrij is van een persoon, noch hoe we kunnen weten hoe we dat kunnen doen en hoe we het kunnen doen."
ID_TS_Aka_Gha_06CB0FB3,¿Cómo puedo hacer para que se vuelva un poco mejor para mí?,¿Cómo puedo hacer para que se vuelva un poco mejor para mí?,¿Cómo puedo hacer para que se vuelva un poco mejor para mí?
ID_TS_Aka_Gha_8FADC1A6,Hoe kan die bewussyn van die godsdiens in die geloof van die nuwe wetgewing en die etiese denke oor STI/MIV 'n groter impak hê?,Hoe kan die bewussyn van die godsdiens in die geloof van die nuwe wetgewing en die etiese denke oor STI/MIV 'n groter impak hê?,Hoe kan die bewussyn van die godsdiens in die geloof van die nuwe wetgewing en die etiese denke oor STI/MIV 'n groter impak hê?
ID_TS_Aka_Gha_32E70629,"Hoe kunnen zij dan een invloed hebben op het feit dat zij geen van hun vergaderingen in gebruik nemen om een kwestie van ouders en ouders op te lossen, zodat zij geen relatie hebben met elkaar?","Hoe kunnen zij dan een invloed hebben op het feit dat zij geen van hun vergaderingen in gebruik nemen om een kwestie van ouders en ouders op te lossen, zodat zij geen relatie hebben met elkaar?","Hoe kunnen zij dan een invloed hebben op het feit dat zij geen van hun vergaderingen in gebruik nemen om een kwestie van ouders en ouders op te lossen, zodat zij geen relatie hebben met elkaar?"
ID_TS_Aka_Gha_B74D0FB1,"Hoe kan 'n kind so goed aan hulle doen, ook bekend as hulle probleme, en hoe kan hulle optree in situasies wat hulle voel soos om hulle te behandel?","Hoe kan 'n kind so goed aan hulle doen, ook bekend as hulle probleme, en hoe kan hulle optree in situasies wat hulle voel soos om hulle te behandel?","Hoe kan 'n kind so goed aan hulle doen, ook bekend as hulle probleme, en hoe kan hulle optree in situasies wat hulle voel soos om hulle te behandel?"
ID_TS_Aka_Gha_A65ED389,"Se me disserem que me querem ou não me querem, o que é que devo fazer?","Se me disserem que me querem ou não me querem, o que é que devo fazer?","Se me disserem que me querem ou não me querem, o que é que devo fazer?"
ID_TS_Aka_Gha_B38A088C,Wat is die gebruik van 'n paar verskillende metodes om te bepaal hoe om 'n werknemer se foto's te vertoon wat die media sê hoe om hulle te sien?,Wat is die gebruik van 'n paar verskillende metodes om te bepaal hoe om 'n werknemer se foto's te vertoon wat die media sê hoe om hulle te sien?,Wat is die gebruik van 'n paar verskillende metodes om te bepaal hoe om 'n werknemer se foto's te vertoon wat die media sê hoe om hulle te sien?
ID_TS_Aka_Gha_8B8148F6,"Hoe het die kultuur en aktiwiteit in die dinge van nuwe mans en vroue en ouers se beelde 'n invloed gehad op die sosiale media soos televisie, teater, televisie en sosiale media?","Hoe het die kultuur en aktiwiteit in die dinge van nuwe mans en vroue en ouers se beelde 'n invloed gehad op die sosiale media soos televisie, teater, televisie en sosiale media?","Hoe het die kultuur en aktiwiteit in die dinge van nuwe mans en vroue en ouers se beelde 'n invloed gehad op die sosiale media soos televisie, teater, televisie en sosiale media?"
ID_TS_Aka_Gha_6B65A6A4,Ni nini kinachopaswa kuwafanya watoto wafikirie kwamba wanapaswa kuwa na maoni yanayofaa kuhusu maisha ya watoto wao ili kuhakikisha kwamba hawawezi kuwa na mawazo yasiyofaa?,Ni nini kinachopaswa kuwafanya watoto wafikirie kwamba wanapaswa kuwa na maoni yanayofaa kuhusu maisha ya watoto wao ili kuhakikisha kwamba hawawezi kuwa na mawazo yasiyofaa?,Ni nini kinachopaswa kuwafanya watoto wafikirie kwamba wanapaswa kuwa na maoni yanayofaa kuhusu maisha ya watoto wao ili kuhakikisha kwamba hawawezi kuwa na mawazo yasiyofaa?
ID_TS_Aka_Gha_386ECBE0,Heb je geen 'pre-natale zorg' in je onderzoek?,Heb je geen 'pre-natale zorg' in je onderzoek?,Heb je geen 'pre-natale zorg' in je onderzoek?
ID_TS_Aka_Gha_72FF5D2A,Como é que eu sei como ser o pai de um homem?,Como é que eu sei como ser o pai de um homem?,Como é que eu sei como ser o pai de um homem?
ID_TS_Aka_Gha_96DA1DAC,"Como é que o mmabun pode ter acesso à Internet para que os locais não possam ter uma conversa muito mais fácil com ninguém, e não se preocupem com ninguém?","Como é que o mmabun pode ter acesso à Internet para que os locais não possam ter uma conversa muito mais fácil com ninguém, e não se preocupem com ninguém?","Como é que o mmabun pode ter acesso à Internet para que os locais não possam ter uma conversa muito mais fácil com ninguém, e não se preocupem com ninguém?"
ID_TS_Aka_Gha_47378190,"Como é que a escolha pode ajudar a combater a ideia de que o ""gênero"" masculino e feminino não é o mesmo?","Como é que a escolha pode ajudar a combater a ideia de que o ""gênero"" masculino e feminino não é o mesmo?","Como é que a escolha pode ajudar a combater a ideia de que o ""gênero"" masculino e feminino não é o mesmo?"
ID_TS_Aka_Gha_CF36D58B,"Watter dinge is daar wat 'n werknemer kan sien in die media ""media"" oor die nuus wat hulle laat weet hoe om 'n foto te neem van 'n oupa?","Watter dinge is daar wat 'n werknemer kan sien in die media ""media"" oor die nuus wat hulle laat weet hoe om 'n foto te neem van 'n oupa?","Watter dinge is daar wat 'n werknemer kan sien in die media ""media"" oor die nuus wat hulle laat weet hoe om 'n foto te neem van 'n oupa?"
ID_TS_Aka_Gha_DE8A774B,Como posso pedir ajuda a outros ou a outros anciãos que tenham confiança em mim?,Como posso pedir ajuda a outros ou a outros anciãos que tenham confiança em mim?,Como posso pedir ajuda a outros ou a outros anciãos que tenham confiança em mim?
ID_TS_Aka_Gha_01A9E71F,"Como é que a mãe pode procurar ajuda, e como é que ela deve procurar ajuda em seus problemas?","Como é que a mãe pode procurar ajuda, e como é que ela deve procurar ajuda em seus problemas?","Como é que a mãe pode procurar ajuda, e como é que ela deve procurar ajuda em seus problemas?"
ID_TS_Aka_Gha_C241330B,Come possono i dipendenti apomodeni aiutarmi a risolvere l'inquietudine nei confronti dei nostri genitori e dei nostri dipendenti?,Come possono i dipendenti apomodeni aiutarmi a risolvere l'inquietudine nei confronti dei nostri genitori e dei nostri dipendenti?,Come possono i dipendenti apomodeni aiutarmi a risolvere l'inquietudine nei confronti dei nostri genitori e dei nostri dipendenti?
ID_TS_Aka_Gha_CE4A2BBD,"Watter werk moet ons doen om te aanvaar dat ons onder druk van ons medemens is, en hoe kan ons ons kinders help om dinge so goed te doen?","Watter werk moet ons doen om te aanvaar dat ons onder druk van ons medemens is, en hoe kan ons ons kinders help om dinge so goed te doen?","Watter werk moet ons doen om te aanvaar dat ons onder druk van ons medemens is, en hoe kan ons ons kinders help om dinge so goed te doen?"
ID_TS_Aka_Gha_28DF6EC4,"Ndenge nini nakoki kozala na mposa makasi ya kosalisa basusu na bomoi na bango ya malamu mpe ya malamu, mingimingi soki nazali na mposa ya lisalisi na nzoto na ngai?","Ndenge nini nakoki kozala na mposa makasi ya kosalisa basusu na bomoi na bango ya malamu mpe ya malamu, mingimingi soki nazali na mposa ya lisalisi na nzoto na ngai?","Ndenge nini nakoki kozala na mposa makasi ya kosalisa basusu na bomoi na bango ya malamu mpe ya malamu, mingimingi soki nazali na mposa ya lisalisi na nzoto na ngai?"
ID_TS_Aka_Gha_B2B9437A,"Как да разбера, че някой се е върнал така или не е бил тук?","Как да разбера, че някой се е върнал така или не е бил тук?","Как да разбера, че някой се е върнал така или не е бил тук?"
ID_TS_Aka_Gha_6C307511,Fa kasa a ɛyɛ nokware wɔ aduruyɛ mu di dwuma na kwati nsɛm a wɔde bu atɛn bere a wosusuw dangers a ɛwɔ nyinsɛn a woyi gu mu ho no.,Fa kasa a ɛyɛ nokware wɔ aduruyɛ mu di dwuma na kwati nsɛm a wɔde bu atɛn bere a wosusuw dangers a ɛwɔ nyinsɛn a woyi gu mu ho no.,Fa kasa a ɛyɛ nokware wɔ aduruyɛ mu di dwuma na kwati nsɛm a wɔde bu atɛn bere a wosusuw dangers a ɛwɔ nyinsɛn a woyi gu mu ho no.
ID_TS_Aka_Gha_571AA876,Hoe kan ek my hokafo (as dit behoorlik is) doen as ek 'n besluit neem wat ek nie kan doen nie? (nkitahodi ho afotu),Hoe kan ek my hokafo (as dit behoorlik is) doen as ek 'n besluit neem wat ek nie kan doen nie? (nkitahodi ho afotu),Hoe kan ek my hokafo (as dit behoorlik is) doen as ek 'n besluit neem wat ek nie kan doen nie? (nkitahodi ho afotu)
ID_TS_Aka_Gha_47229389,Wie het die plig om 'n plan te maak om na te gaan of om te kyk wat gebeur as ons 'n jaar ná ons probleme het?,Wie het die plig om 'n plan te maak om na te gaan of om te kyk wat gebeur as ons 'n jaar ná ons probleme het?,Wie het die plig om 'n plan te maak om na te gaan of om te kyk wat gebeur as ons 'n jaar ná ons probleme het?
ID_TS_Aka_Gha_27CD8130,Ndenge nini nakoki kosomba makoki na ngai ya kozala na bomoi ya malamu mpe koluka mibeko mpo na kobatela bomoi na ngai na ndako to na kelasi?,Ndenge nini nakoki kosomba makoki na ngai ya kozala na bomoi ya malamu mpe koluka mibeko mpo na kobatela bomoi na ngai na ndako to na kelasi?,Ndenge nini nakoki kosomba makoki na ngai ya kozala na bomoi ya malamu mpe koluka mibeko mpo na kobatela bomoi na ngai na ndako to na kelasi?
ID_TS_Aka_Gha_371ECD7B,"Wat zijn de 'veilige ruimtes' (mmeammea a bammɔ wɔ) voor SRH, geestelijke gezondheid (adwene ho apɔmuden), of sociale rechtvaardigheid?","Wat zijn de 'veilige ruimtes' (mmeammea a bammɔ wɔ) voor SRH, geestelijke gezondheid (adwene ho apɔmuden), of sociale rechtvaardigheid?","Wat zijn de 'veilige ruimtes' (mmeammea a bammɔ wɔ) voor SRH, geestelijke gezondheid (adwene ho apɔmuden), of sociale rechtvaardigheid?"
ID_TS_Aka_Gha_F50BEA63,Hoe kan ek 'n gesondheidsorganisasie instel om te verseker dat ek nie 'n baba is nie?,Hoe kan ek 'n gesondheidsorganisasie instel om te verseker dat ek nie 'n baba is nie?,Hoe kan ek 'n gesondheidsorganisasie instel om te verseker dat ek nie 'n baba is nie?
ID_TS_Aka_Gha_C37459EE,"jinsi gani wazazi, wazazi, au watu wanaowafahamu wanaweza kuwasaidia watoto wao kupata sheria za jinsi gani ili kusaidia watoto wao wanapokuwa na matatizo makubwa?","jinsi gani wazazi, wazazi, au watu wanaowafahamu wanaweza kuwasaidia watoto wao kupata sheria za jinsi gani ili kusaidia watoto wao wanapokuwa na matatizo makubwa?","jinsi gani wazazi, wazazi, au watu wanaowafahamu wanaweza kuwasaidia watoto wao kupata sheria za jinsi gani ili kusaidia watoto wao wanapokuwa na matatizo makubwa?"
ID_TS_Aka_Gha_562B0F79,"Hoe kan die lewe en geld in die dinge en tradisies wat ons met mekaar verbind, ons ouers en ons kinders help?","Hoe kan die lewe en geld in die dinge en tradisies wat ons met mekaar verbind, ons ouers en ons kinders help?","Hoe kan die lewe en geld in die dinge en tradisies wat ons met mekaar verbind, ons ouers en ons kinders help?"
ID_TS_Aka_Gha_1A2A73ED,"Ke litsela life tse sa tšoaneng tseo ka tsona re ka kopanang le balekane ba rōna, litho tsa lelapa, le batho ba bang tseo re li hlokang bophelong ba rōna le likamanong tsa rōna le batho bao re ba hōlisang?","Ke litsela life tse sa tšoaneng tseo ka tsona re ka kopanang le balekane ba rōna, litho tsa lelapa, le batho ba bang tseo re li hlokang bophelong ba rōna le likamanong tsa rōna le batho bao re ba hōlisang?","Ke litsela life tse sa tšoaneng tseo ka tsona re ka kopanang le balekane ba rōna, litho tsa lelapa, le batho ba bang tseo re li hlokang bophelong ba rōna le likamanong tsa rōna le batho bao re ba hōlisang?"
ID_TS_Aka_Gha_17BE3111,"¿Cómo puedo dejar de pensar en mi cuerpo, y dejarme como hago todo?","¿Cómo puedo dejar de pensar en mi cuerpo, y dejarme como hago todo?","¿Cómo puedo dejar de pensar en mi cuerpo, y dejarme como hago todo?"
ID_TS_Aka_Gha_6142EA7D,"Ndenge nini bato bakoki kosala yango, kolakisa bango mabaku oyo bazali na yango, mpe kokolisa boyokani na bango na kati ya makambo oyo ezali kotungisa bango to kotungisa biso, wana bazali na likoki ya kozala na boyokani malamu na basusu?","Ndenge nini bato bakoki kosala yango, kolakisa bango mabaku oyo bazali na yango, mpe kokolisa boyokani na bango na kati ya makambo oyo ezali kotungisa bango to kotungisa biso, wana bazali na likoki ya kozala na boyokani malamu na basusu?","Ndenge nini bato bakoki kosala yango, kolakisa bango mabaku oyo bazali na yango, mpe kokolisa boyokani na bango na kati ya makambo oyo ezali kotungisa bango to kotungisa biso, wana bazali na likoki ya kozala na boyokani malamu na basusu?"
ID_TS_Aka_Gha_18C26797,"Ndenge nini bakoki kosala ete ebongiseli na bango ya kobota bana ezala na boyokani te na likambo etali bana, bana, mpe bana na bango?","Ndenge nini bakoki kosala ete ebongiseli na bango ya kobota bana ezala na boyokani te na likambo etali bana, bana, mpe bana na bango?","Ndenge nini bakoki kosala ete ebongiseli na bango ya kobota bana ezala na boyokani te na likambo etali bana, bana, mpe bana na bango?"
ID_TS_Aka_Gha_5BE6128E,"Hoe kan ons seker maak dat ons werkgewers met hulle saamwerk en nie alles doen wat vir almal saak maak nie, is dit presies, en waarom is alle mense so persoonlik en in hul verskillende vorme?","Hoe kan ons seker maak dat ons werkgewers met hulle saamwerk en nie alles doen wat vir almal saak maak nie, is dit presies, en waarom is alle mense so persoonlik en in hul verskillende vorme?","Hoe kan ons seker maak dat ons werkgewers met hulle saamwerk en nie alles doen wat vir almal saak maak nie, is dit presies, en waarom is alle mense so persoonlik en in hul verskillende vorme?"
ID_TS_Aka_Gha_D8F56413,Ndenge nini nakoki komona na makanisi na biso ete ezali solo te na nzela ya bapanzi-nsango mpo na kotinda bato na boye ete tosengeli kosala nini na bango to kosala nini mpo na biso?,Ndenge nini nakoki komona na makanisi na biso ete ezali solo te na nzela ya bapanzi-nsango mpo na kotinda bato na boye ete tosengeli kosala nini na bango to kosala nini mpo na biso?,Ndenge nini nakoki komona na makanisi na biso ete ezali solo te na nzela ya bapanzi-nsango mpo na kotinda bato na boye ete tosengeli kosala nini na bango to kosala nini mpo na biso?
ID_TS_Aka_Gha_580D7B71,"Soki nazali na mituna to mituna na ntina na mosala moko boye to nazali na mposa ya koyeba soki nazali na mosala to te, ndenge nini nakoki koyeba soki nasali nini mpo na kosunga ngai?","Soki nazali na mituna to mituna na ntina na mosala moko boye to nazali na mposa ya koyeba soki nazali na mosala to te, ndenge nini nakoki koyeba soki nasali nini mpo na kosunga ngai?","Soki nazali na mituna to mituna na ntina na mosala moko boye to nazali na mposa ya koyeba soki nazali na mosala to te, ndenge nini nakoki koyeba soki nasali nini mpo na kosunga ngai?"
ID_TS_Aka_Gha_9A8DCA03,Ni mambo gani yaliyofanywa ili kuharibu hatari au matatizo ambayo yanaweza kutokea iwapo yatatumiwa kuwatia nguvu wazazi wao na kuwasaidia watoto wao kufanya utafiti katika njia hiyo?,Ni mambo gani yaliyofanywa ili kuharibu hatari au matatizo ambayo yanaweza kutokea iwapo yatatumiwa kuwatia nguvu wazazi wao na kuwasaidia watoto wao kufanya utafiti katika njia hiyo?,Ni mambo gani yaliyofanywa ili kuharibu hatari au matatizo ambayo yanaweza kutokea iwapo yatatumiwa kuwatia nguvu wazazi wao na kuwasaidia watoto wao kufanya utafiti katika njia hiyo?
ID_TS_Aka_Gha_43B7A3A6,"Watter rol speel hierdie wetgewing in die burgerlike stelsel, wetgewing en lewenswyse in verband met die bepaling van die regte van 'n werknemer?","Watter rol speel hierdie wetgewing in die burgerlike stelsel, wetgewing en lewenswyse in verband met die bepaling van die regte van 'n werknemer?","Watter rol speel hierdie wetgewing in die burgerlike stelsel, wetgewing en lewenswyse in verband met die bepaling van die regte van 'n werknemer?"
ID_TS_Aka_Gha_CE9FF57F,Quelles sont les différentes façons dont un enfant peut avoir l'occasion d'avoir de l'argent pour aider son enfant à ne pas se sentir mal ?,Quelles sont les différentes façons dont un enfant peut avoir l'occasion d'avoir de l'argent pour aider son enfant à ne pas se sentir mal ?,Quelles sont les différentes façons dont un enfant peut avoir l'occasion d'avoir de l'argent pour aider son enfant à ne pas se sentir mal ?
ID_TS_Aka_Gha_0B1F9163,"Je ne suis pas un ""avocat"" d'une connaissance.","Je ne suis pas un ""avocat"" d'une connaissance.","Je ne suis pas un ""avocat"" d'une connaissance."
ID_TS_Aka_Gha_BACFB3D0,"Quels sont les différents signes qui signifient qu'un être humain est lié à une personne physique ou physique, et comment le savoir ?","Quels sont les différents signes qui signifient qu'un être humain est lié à une personne physique ou physique, et comment le savoir ?","Quels sont les différents signes qui signifient qu'un être humain est lié à une personne physique ou physique, et comment le savoir ?"
ID_TS_Aka_Gha_759CDE66,Wat is de kracht van een vrouw die met mij omgaat?,Wat is de kracht van een vrouw die met mij omgaat?,Wat is de kracht van een vrouw die met mij omgaat?
ID_TS_Aka_Gha_89463E85,Πώς μπορώ να έχω την ευκαιρία να αποφοιτήσω σε αποφοίτησες περιοχές;,Πώς μπορώ να έχω την ευκαιρία να αποφοιτήσω σε αποφοίτησες περιοχές;,Πώς μπορώ να έχω την ευκαιρία να αποφοιτήσω σε αποφοίτησες περιοχές;
ID_TS_Aka_Gha_1FF49B78,O que é que é um remédio para cada um de nós?,O que é que é um remédio para cada um de nós?,O que é que é um remédio para cada um de nós?
